"user_id","referral_code","user_referrer_id","referral_status","referral_date","program_referrer_id","referred_user_id","reward_status","reward_type","reward_value","order_id","order_value","order_date","reward_id","reward_granted_type","granted_reward_value","reward_date","transaction_id","transaction_type","transaction_value","transaction_date","campaign_id","campaign_type","campaign_date"
911,"REF7555","203","completed","2022-02-26",476,161,"pending","points","46.24",337,"258.18","2022-10-31",NULL,NULL,NULL,NULL,1164,"referral_bonus","322.25","2021-07-25",NULL,NULL,NULL
195,"REF9973","0","completed","2021-09-16",794,664,"granted","cash","5.94",1424,"432.24","2021-10-19",1454,"cash","53.39","2022-01-17",1170,"referral_bonus","339.72","2021-05-25",NULL,NULL,NULL
195,"REF9973","0","completed","2021-09-16",794,664,"granted","cash","5.94",1424,"432.24","2021-10-19",52,"cash","45.58","2021-01-03",1170,"referral_bonus","339.72","2021-05-25",NULL,NULL,NULL
728,"REF7895","0","completed","2022-01-23",303,1232,"granted","points","38.52",718,"451.87","2022-08-05",446,"discount","37.94","2022-10-13",1172,"referral_bonus","114.46","2022-05-02",NULL,NULL,NULL
728,"REF7895","0","completed","2022-01-23",303,1232,"granted","points","38.52",718,"451.87","2022-08-05",372,"discount","55.93","2021-02-21",1172,"referral_bonus","114.46","2022-05-02",NULL,NULL,NULL
745,"REF2505","992","pending","2022-05-24",744,883,"pending","points","11.6",1086,"154.96","2021-07-14",617,"discount","40.61","2021-04-01",1188,"purchase","133.55","2021-09-02",NULL,NULL,NULL
4,"REF1449","325","completed","2021-01-12",1447,507,"expired","discount","31.61",1344,"471.81","2022-03-27",1144,"points","24.35","2021-04-25",1199,"purchase","475.93","2022-12-14",NULL,NULL,NULL
4,"REF1449","325","completed","2021-01-12",1447,507,"expired","discount","31.61",1344,"471.81","2022-03-27",628,"points","49.34","2022-01-29",1199,"purchase","475.93","2022-12-14",NULL,NULL,NULL
419,"REF8643","0","completed","2021-11-22",1371,1450,"pending","points","26.99",413,"54.48","2022-09-08",1110,"cash","11.48","2022-02-06",1200,"purchase","153.4","2021-07-03",NULL,NULL,NULL
419,"REF8643","0","completed","2021-11-22",1371,1450,"pending","points","26.99",413,"54.48","2022-09-08",939,"points","23.43","2022-12-19",1200,"purchase","153.4","2021-07-03",NULL,NULL,NULL
135,"REF3515","482","failed","2021-01-25",650,1130,"pending","points","34.79",1223,"438.32","2022-08-01",NULL,NULL,NULL,NULL,1205,"referral_bonus","417.12","2021-03-19",NULL,NULL,NULL
603,"REF6045","0","failed","2021-01-29",1142,833,"granted","cash","7.71",1083,"362.35","2022-12-16",NULL,NULL,NULL,NULL,1218,"referral_bonus","296.61","2022-03-22",NULL,NULL,NULL
159,"REF1566","575","failed","2021-08-19",722,365,"pending","discount","16.51",1246,"22.09","2021-01-27",1010,"points","40.29","2022-11-25",1219,"referral_bonus","347.09","2022-01-06",NULL,NULL,NULL
159,"REF1566","575","failed","2021-08-19",722,365,"pending","discount","16.51",1246,"22.09","2021-01-27",569,"cash","18.85","2022-12-29",1219,"referral_bonus","347.09","2022-01-06",NULL,NULL,NULL
159,"REF1566","575","failed","2021-08-19",722,365,"pending","discount","16.51",1246,"22.09","2021-01-27",103,"cash","37.64","2021-08-27",1219,"referral_bonus","347.09","2022-01-06",NULL,NULL,NULL
937,"REF2251","540","pending","2022-07-15",1029,364,"granted","discount","48.42",NULL,NULL,NULL,235,"discount","60.13","2021-04-06",1236,"purchase","464.4","2022-03-11",NULL,NULL,NULL
448,"REF6703","0","completed","2021-12-08",162,1038,"expired","discount","29.14",NULL,NULL,NULL,664,"cash","91.35","2021-08-17",1237,"purchase","167.31","2021-03-15",NULL,NULL,NULL
838,"REF3781","0","failed","2022-04-16",1156,399,"pending","cash","48.04",NULL,NULL,NULL,893,"discount","56.02","2021-10-10",1267,"referral_bonus","426.99","2022-06-18",NULL,NULL,NULL
395,"REF6659","536","failed","2021-10-23",607,624,"granted","points","6.89",994,"271.8","2021-07-25",857,"discount","73.2","2022-06-24",1277,"referral_bonus","337.99","2022-03-30",NULL,NULL,NULL
395,"REF6659","536","failed","2021-10-23",607,624,"granted","points","6.89",338,"67.41","2021-06-25",857,"discount","73.2","2022-06-24",1277,"referral_bonus","337.99","2022-03-30",NULL,NULL,NULL
533,"REF8689","0","failed","2022-11-05",1323,631,"granted","discount","38.97",729,"383.94","2022-10-08",NULL,NULL,NULL,NULL,1303,"referral_bonus","359.49","2022-06-08",NULL,NULL,NULL
27,"REF9372","0","failed","2021-05-30",1021,1324,"granted","discount","21.73",487,"245.02","2022-07-03",818,"points","27.22","2022-02-22",1311,"referral_bonus","257.33","2022-02-01",NULL,NULL,NULL
27,"REF9372","0","failed","2021-05-30",1021,1324,"granted","discount","21.73",487,"245.02","2022-07-03",649,"discount","20.24","2022-04-17",1311,"referral_bonus","257.33","2022-02-01",NULL,NULL,NULL
27,"REF9372","0","failed","2021-05-30",1021,1324,"granted","discount","21.73",487,"245.02","2022-07-03",153,"discount","84.89","2021-04-17",1311,"referral_bonus","257.33","2022-02-01",NULL,NULL,NULL
745,"REF2505","992","pending","2022-05-24",744,883,"pending","points","11.6",1086,"154.96","2021-07-14",617,"discount","40.61","2021-04-01",1333,"purchase","108.68","2021-05-28",NULL,NULL,NULL
937,"REF2251","540","pending","2022-07-15",1029,364,"granted","discount","48.42",NULL,NULL,NULL,235,"discount","60.13","2021-04-06",1367,"referral_bonus","292.45","2022-02-05",NULL,NULL,NULL
349,"REF3696","0","pending","2022-04-16",662,360,"pending","discount","45.14",562,"93.45","2022-12-29",NULL,NULL,NULL,NULL,1381,"purchase","317.94","2021-06-21",NULL,NULL,NULL
451,"REF7032","177","failed","2021-12-02",619,899,"granted","points","28.7",720,"127.14","2021-04-10",1234,"points","66.02","2021-09-14",1382,"referral_bonus","196.41","2021-08-31",NULL,NULL,NULL
451,"REF7032","177","failed","2021-12-02",619,899,"granted","points","28.7",720,"127.14","2021-04-10",1120,"discount","18.47","2022-11-09",1382,"referral_bonus","196.41","2021-08-31",NULL,NULL,NULL
451,"REF7032","177","failed","2021-12-02",619,899,"granted","points","28.7",720,"127.14","2021-04-10",70,"discount","64.36","2022-04-04",1382,"referral_bonus","196.41","2021-08-31",NULL,NULL,NULL
213,"REF2532","884","pending","2021-09-30",742,1226,"pending","cash","21.98",69,"267.79","2022-08-23",NULL,NULL,NULL,NULL,1408,"purchase","262.71","2021-08-05",NULL,NULL,NULL
25,"REF9361","503","failed","2021-04-22",1264,754,"pending","cash","40.65",597,"53.91","2022-02-07",NULL,NULL,NULL,NULL,1420,"referral_bonus","272.54","2021-01-15",NULL,NULL,NULL
670,"REF3076","0","failed","2022-01-17",1071,1442,"pending","points","28.47",NULL,NULL,NULL,12,"cash","13.64","2022-08-03",1431,"referral_bonus","181.61","2022-09-27",NULL,NULL,NULL
609,"REF5832","954","completed","2022-12-21",270,1126,"pending","discount","18.75",1386,"494.07","2022-04-14",NULL,NULL,NULL,NULL,1436,"purchase","122.98","2022-08-13",NULL,NULL,NULL
393,"REF2009","835","pending","2021-02-16",714,894,"expired","discount","40.95",1225,"302.67","2021-06-15",NULL,NULL,NULL,NULL,1450,"referral_bonus","402.04","2022-02-20",973,"email","2022-11-25"
58,"REF6760","0","pending","2022-08-20",971,447,"expired","points","13.04",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1465,"referral_bonus","408.63","2022-07-03",724,"sms","2021-12-08"
867,"REF3215","0","completed","2021-01-12",625,407,"granted","discount","45.67",645,"356.13","2022-02-11",NULL,NULL,NULL,NULL,1478,"purchase","220.68","2021-08-18",NULL,NULL,NULL
867,"REF3215","0","completed","2021-01-12",625,407,"granted","discount","45.67",332,"26.06","2022-06-01",NULL,NULL,NULL,NULL,1478,"purchase","220.68","2021-08-18",NULL,NULL,NULL
259,"REF8909","74","failed","2021-12-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
992,"REF9189","0","pending","2021-06-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
816,"REF1558","0","completed","2021-12-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
811,"REF7292","110","failed","2022-12-06",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,"REF5077","527","failed","2021-11-28",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
976,"REF4815","0","pending","2022-04-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
305,"REF4372","0","pending","2022-01-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,317,"sms","2021-09-23"
650,"REF1986","174","failed","2022-02-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,"REF1986","565","completed","2022-04-12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
553,"REF9755","195","completed","2021-04-06",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
894,"REF9359","689","failed","2021-10-02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,"REF9359","913","failed","2021-02-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
194,"REF9712","0","pending","2021-07-31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,142,"social media","2022-03-04"
426,"REF6726","0","completed","2021-09-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,"REF3357","683","failed","2021-01-05",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
460,"REF1823","19","completed","2022-12-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,658,"social media","2021-12-31"
954,"REF5533","0","pending","2021-02-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
292,"REF8233","106","completed","2021-06-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
662,"REF5312","621","failed","2021-04-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
699,"REF5588","795","failed","2023-01-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
577,"REF5588","0","failed","2021-11-20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
540,"REF4885","0","pending","2022-06-09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
988,"REF4163","0","pending","2022-06-09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
304,"REF2474","94","failed","2022-10-04",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
855,"REF2854","933","failed","2021-01-30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,558,"email","2022-10-06"
294,"REF4902","0","completed","2022-01-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
853,"REF4036","298","pending","2021-03-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
996,"REF6046","0","failed","2021-11-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
716,"REF6451","931","failed","2021-04-06",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
158,"REF8997","0","pending","2022-09-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
622,"REF1868","912","pending","2022-03-06",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,"REF3455","0","completed","2022-04-25",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
566,"REF1620","0","completed","2021-10-26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
315,"REF5925","0","pending","2021-06-20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"sms","2021-09-13"
916,"REF1075","502","failed","2022-10-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105,"REF4157","617","failed","2021-03-22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
862,"REF3251","961","completed","2021-12-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
326,"REF3251","957","completed","2021-01-18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
227,"REF8424","897","pending","2022-08-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
711,"REF3010","0","completed","2021-06-18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
128,"REF3538","108","pending","2021-03-10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
978,"REF2384","304","pending","2021-10-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,297,"email","2022-05-21"
787,"REF1006","216","pending","2021-12-02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
614,"REF8430","366","completed","2022-08-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,513,"social media","2022-04-15"
71,"REF1183","910","failed","2022-05-31",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,"REF9587","287","failed","2021-06-16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,"REF9587","606","completed","2021-08-16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
511,"REF8091","0","pending","2022-04-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,187,"sms","2022-11-25"
11,"REF6874","0","pending","2021-12-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253,"REF1311","0","failed","2021-04-06",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,225,"social media","2022-02-24"
197,"REF1311","0","failed","2022-08-09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,225,"social media","2022-02-24"
968,"REF7953","0","failed","2021-04-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
626,"REF7502","0","failed","2021-07-14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,"REF8343","0","failed","2021-05-18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
217,"REF2615","0","pending","2021-07-22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
813,"REF5908","0","failed","2022-02-02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
864,"REF4389","276","failed","2021-04-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
399,"REF6132","0","pending","2022-11-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
155,"REF1285","658","completed","2021-09-28",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,"REF3025","892","completed","2021-09-28",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449,"REF8195","328","failed","2021-04-09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,"REF1866","944","completed","2021-07-23",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
565,"REF5297","0","failed","2022-06-18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
643,"REF6196","0","failed","2022-12-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,925,"social media","2022-09-05"
258,"REF6196","0","pending","2022-12-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,925,"social media","2022-09-05"
859,"REF2973","0","failed","2022-05-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
538,"REF9423","0","completed","2021-02-05",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
734,"REF6783","0","completed","2022-04-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
749,"REF1884","529","completed","2022-09-27",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,"REF2830","0","failed","2021-01-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,"REF9277","489","failed","2021-08-18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
984,"REF4925","587","pending","2021-04-25",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
704,"REF3461","0","completed","2021-03-16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455,"REF7245","0","pending","2021-05-22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
672,"REF5793","597","pending","2021-04-30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
941,"REF4950","354","pending","2021-03-20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,"REF5896","819","pending","2022-09-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
963,"REF9516","829","completed","2021-02-03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,"REF2116","0","completed","2022-12-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
682,"REF8982","0","completed","2021-02-08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,549,"sms","2022-12-22"
995,"REF1696","293","pending","2021-07-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,"email","2022-08-31"
995,"REF1696","293","pending","2021-07-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,755,"email","2021-04-24"
605,"REF4582","340","pending","2022-07-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
923,"REF3015","0","failed","2021-01-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
781,"REF4146","0","pending","2021-11-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,"REF5906","0","pending","2022-01-08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
381,"REF4846","0","failed","2022-08-17",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
541,"REF4040","888","failed","2022-11-22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,302,"social media","2022-05-08"
360,"REF4040","735","failed","2021-06-20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,302,"social media","2022-05-08"
625,"REF8792","0","completed","2021-07-15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
563,"REF3197","0","pending","2022-04-04",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
230,"REF7725","998","pending","2022-12-02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
599,"REF6200","453","failed","2021-10-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
316,"REF9838","208","pending","2022-09-02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
249,"REF3873","0","failed","2021-06-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
654,"REF1879","570","failed","2021-01-13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
950,"REF2941","740","completed","2021-06-30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
801,"REF2115","0","failed","2021-02-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
758,"REF7679","662","pending","2022-01-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
917,"REF6257","0","pending","2021-07-07",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
267,"REF1793","0","failed","2022-10-19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
810,"REF1568","0","completed","2022-12-21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
753,"REF9290","0","completed","2022-09-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
959,"REF4990","762","completed","2022-05-23",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
